Inicio do processamento
Dado: Odd= 3.35 , minuto= 860 , W/L= 0
Dado: Odd= 3.85 , minuto= 92 , W/L= 0
Dado: Odd= 3.85 , minuto= 91 , W/L= 0
Dado: Odd= 3.85 , minuto= 91 , W/L= 0
Dado: Odd= 3.85 , minuto= 89 , W/L= 0
Dado: Odd= 3.9 , minuto= 89 , W/L= 0
Dado: Odd= 3.9 , minuto= 89 , W/L= 0
Dado: Odd= 3.9 , minuto= 88 , W/L= 0
Dado: Odd= 3.9 , minuto= 88 , W/L= 0
Dado: Odd= 3.9 , minuto= 88 , W/L= 0
Dado: Odd= 3.75 , minuto= 87 , W/L= 0
Dado: Odd= 3.8 , minuto= 86 , W/L= 0
Dado: Odd= 3.8 , minuto= 86 , W/L= 0
Dado: Odd= 3.8 , minuto= 85 , W/L= 0
Dado: Odd= 3.8 , minuto= 85 , W/L= 0
Dado: Odd= 3.8 , minuto= 85 , W/L= 0
Dado: Odd= 3.75 , minuto= 84 , W/L= 0
Dado: Odd= 3.75 , minuto= 84 , W/L= 0
Dado: Odd= 3.75 , minuto= 84 , W/L= 0
Dado: Odd= 3.75 , minuto= 83 , W/L= 0
Dado: Odd= 3.8 , minuto= 82 , W/L= 0
Dado: Odd= 3.75 , minuto= 81 , W/L= 0
Dado: Odd= 3.65 , minuto= 80 , W/L= 0
Dado: Odd= 3.65 , minuto= 80 , W/L= 0
Dado: Odd= 3.65 , minuto= 79 , W/L= 0
Dado: Odd= 3.7 , minuto= 78 , W/L= 0
Dado: Odd= 3.7 , minuto= 78 , W/L= 0
Dado: Odd= 3.7 , minuto= 78 , W/L= 0
Dado: Odd= 3.7 , minuto= 78 , W/L= 0
Dado: Odd= 3.75 , minuto= 77 , W/L= 0
Dado: Odd= 3.7 , minuto= 76 , W/L= 0
Dado: Odd= 3.7 , minuto= 75 , W/L= 0
Dado: Odd= 3.75 , minuto= 74 , W/L= 0
Dado: Odd= 3.75 , minuto= 74 , W/L= 0
Dado: Odd= 3.75 , minuto= 74 , W/L= 0
Dado: Odd= 3.85 , minuto= 72 , W/L= 0
Dado: Odd= 3.85 , minuto= 72 , W/L= 0
Dado: Odd= 3.7 , minuto= 71 , W/L= 0
Dado: Odd= 3.7 , minuto= 69 , W/L= 0
Dado: Odd= 3.85 , minuto= 67 , W/L= 0
Dado: Odd= 3.65 , minuto= 66 , W/L= 0
Dado: Odd= 3.65 , minuto= 65 , W/L= 0
Dado: Odd= 3.7 , minuto= 64 , W/L= 0
Dado: Odd= 3.7 , minuto= 64 , W/L= 0
Dado: Odd= 3.7 , minuto= 63 , W/L= 0
Dado: Odd= 3.7 , minuto= 62 , W/L= 0
Dado: Odd= 3.7 , minuto= 62 , W/L= 0
Dado: Odd= 3.7 , minuto= 61 , W/L= 0
Dado: Odd= 3.75 , minuto= 60 , W/L= 0
Dado: Odd= 3.75 , minuto= 60 , W/L= 0
Dado: Odd= 3.75 , minuto= 59 , W/L= 0
Dado: Odd= 3.75 , minuto= 58 , W/L= 0
Dado: Odd= 3.75 , minuto= 58 , W/L= 0
Dado: Odd= 3.75 , minuto= 58 , W/L= 0
Dado: Odd= 3.75 , minuto= 58 , W/L= 0
Dado: Odd= 3.75 , minuto= 57 , W/L= 0
Dado: Odd= 3.75 , minuto= 57 , W/L= 0
Dado: Odd= 3.45 , minuto= 56 , W/L= 0
Dado: Odd= 3.45 , minuto= 56 , W/L= 0
Dado: Odd= 3.45 , minuto= 56 , W/L= 0
Dado: Odd= 3.45 , minuto= 56 , W/L= 0
Dado: Odd= 3.45 , minuto= 56 , W/L= 0
Dado: Odd= 3.5 , minuto= 55 , W/L= 0
Dado: Odd= 3.5 , minuto= 55 , W/L= 0
Dado: Odd= 3.5 , minuto= 55 , W/L= 0
Dado: Odd= 3.5 , minuto= 55 , W/L= 0
Dado: Odd= 3.5 , minuto= 55 , W/L= 0
Dado: Odd= 3.55 , minuto= 54 , W/L= 0
Dado: Odd= 3.55 , minuto= 54 , W/L= 0
Dado: Odd= 3.5 , minuto= 53 , W/L= 0
Dado: Odd= 3.5 , minuto= 53 , W/L= 0
Dado: Odd= 3.5 , minuto= 53 , W/L= 0
Dado: Odd= 3.5 , minuto= 53 , W/L= 0
Dado: Odd= 3.55 , minuto= 52 , W/L= 0
Dado: Odd= 3.55 , minuto= 52 , W/L= 0
Dado: Odd= 3.55 , minuto= 52 , W/L= 0
Dado: Odd= 3.55 , minuto= 51 , W/L= 0
Dado: Odd= 3.55 , minuto= 51 , W/L= 0
Dado: Odd= 3.55 , minuto= 51 , W/L= 0
Dado: Odd= 3.55 , minuto= 51 , W/L= 0
Dado: Odd= 3.5 , minuto= 50 , W/L= 0
Dado: Odd= 3.5 , minuto= 50 , W/L= 0
Dado: Odd= 3.5 , minuto= 50 , W/L= 0
Dado: Odd= 3.5 , minuto= 50 , W/L= 0
Dado: Odd= 3.5 , minuto= 50 , W/L= 0
Dado: Odd= 3.5 , minuto= 49 , W/L= 0
Dado: Odd= 3.55 , minuto= 48 , W/L= 0
Dado: Odd= 3.5 , minuto= 47 , W/L= 0
Dado: Odd= 3.5 , minuto= 47 , W/L= 0
Dado: Odd= 3.5 , minuto= 47 , W/L= 0
Dado: Odd= 3.5 , minuto= 47 , W/L= 0
Dado: Odd= 3.5 , minuto= 47 , W/L= 0
Dado: Odd= 3.5 , minuto= 46 , W/L= 0
Dado: Odd= 3.5 , minuto= 45 , W/L= 0
Dado: Odd= 3.5 , minuto= 45 , W/L= 0
Dado: Odd= 3.5 , minuto= 44 , W/L= 0
Dado: Odd= 3.5 , minuto= 44 , W/L= 0
Dado: Odd= 3.5 , minuto= 44 , W/L= 0
Dado: Odd= 3.5 , minuto= 43 , W/L= 0
Dado: Odd= 3.5 , minuto= 43 , W/L= 0
Dado: Odd= 3.5 , minuto= 43 , W/L= 0
Dado: Odd= 3.5 , minuto= 42 , W/L= 0
Dado: Odd= 3.5 , minuto= 42 , W/L= 0
Dado: Odd= 3.5 , minuto= 42 , W/L= 0
Dado: Odd= 3.45 , minuto= 41 , W/L= 0
Dado: Odd= 3.5 , minuto= 40 , W/L= 0
Dado: Odd= 3.5 , minuto= 40 , W/L= 0
Dado: Odd= 3.45 , minuto= 39 , W/L= 0
Dado: Odd= 3.5 , minuto= 38 , W/L= 0
Dado: Odd= 3.5 , minuto= 38 , W/L= 0
Dado: Odd= 3.5 , minuto= 37 , W/L= 0
Dado: Odd= 3.5 , minuto= 37 , W/L= 0
Dado: Odd= 3.5 , minuto= 36 , W/L= 0
Dado: Odd= 3.5 , minuto= 36 , W/L= 0
Dado: Odd= 3.5 , minuto= 36 , W/L= 0
Dado: Odd= 3.7 , minuto= 35 , W/L= 0
Dado: Odd= 3.7 , minuto= 35 , W/L= 0
Dado: Odd= 3.7 , minuto= 35 , W/L= 0
Dado: Odd= 3.7 , minuto= 35 , W/L= 0
Dado: Odd= 3.65 , minuto= 34 , W/L= 0
Dado: Odd= 3.65 , minuto= 34 , W/L= 0
Dado: Odd= 3.65 , minuto= 34 , W/L= 0
Dado: Odd= 3.65 , minuto= 34 , W/L= 0
Dado: Odd= 3.7 , minuto= 33 , W/L= 0
Dado: Odd= 3.7 , minuto= 33 , W/L= 0
Dado: Odd= 3.7 , minuto= 33 , W/L= 0
Dado: Odd= 3.7 , minuto= 33 , W/L= 0
Dado: Odd= 3.7 , minuto= 33 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.6 , minuto= 32 , W/L= 0
Dado: Odd= 3.5 , minuto= 31 , W/L= 0
Dado: Odd= 3.5 , minuto= 31 , W/L= 0
Dado: Odd= 3.5 , minuto= 31 , W/L= 0
Dado: Odd= 3.5 , minuto= 31 , W/L= 0
Dado: Odd= 3.6 , minuto= 30 , W/L= 0
Dado: Odd= 3.6 , minuto= 30 , W/L= 0
Dado: Odd= 3.6 , minuto= 30 , W/L= 0
Dado: Odd= 3.6 , minuto= 30 , W/L= 0
Dado: Odd= 3.6 , minuto= 30 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.75 , minuto= 29 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.65 , minuto= 28 , W/L= 0
Dado: Odd= 3.75 , minuto= 27 , W/L= 0
Dado: Odd= 3.75 , minuto= 27 , W/L= 0
Dado: Odd= 3.75 , minuto= 27 , W/L= 0
Dado: Odd= 3.75 , minuto= 27 , W/L= 0
Dado: Odd= 3.85 , minuto= 26 , W/L= 0
Dado: Odd= 3.85 , minuto= 26 , W/L= 0
Dado: Odd= 3.85 , minuto= 26 , W/L= 0
Dado: Odd= 3.85 , minuto= 26 , W/L= 0
Dado: Odd= 3.85 , minuto= 26 , W/L= 0
Dado: Odd= 3.85 , minuto= 26 , W/L= 0
Dado: Odd= 3.9 , minuto= 25 , W/L= 0
Dado: Odd= 3.9 , minuto= 25 , W/L= 0
Dado: Odd= 3.9 , minuto= 25 , W/L= 0
Dado: Odd= 3.9 , minuto= 25 , W/L= 0
Dado: Odd= 3.9 , minuto= 25 , W/L= 0
Dado: Odd= 3.95 , minuto= 24 , W/L= 0
Dado: Odd= 3.95 , minuto= 24 , W/L= 0
Dado: Odd= 3.95 , minuto= 24 , W/L= 0
Dado: Odd= 3.95 , minuto= 24 , W/L= 0
Dado: Odd= 3.95 , minuto= 24 , W/L= 0
Dado: Odd= 3.95 , minuto= 23 , W/L= 0
Dado: Odd= 3.95 , minuto= 23 , W/L= 0
Dado: Odd= 3.95 , minuto= 23 , W/L= 0
Dado: Odd= 3.95 , minuto= 23 , W/L= 0
Dado: Odd= 3.95 , minuto= 23 , W/L= 0
Dado: Odd= 4.1 , minuto= 22 , W/L= 0
Dado: Odd= 4.1 , minuto= 22 , W/L= 0
Dado: Odd= 4.1 , minuto= 22 , W/L= 0
Dado: Odd= 4.1 , minuto= 22 , W/L= 0
Dado: Odd= 4.2 , minuto= 21 , W/L= 0
RMNCQLBS2E Aposta back com odd= 4.2 , minuto= 21 , W/L= 0 , retorno= -20.0 , StackBack= 20.0 , corre= 1.153066475
Dado: Odd= 4.2 , minuto= 21 , W/L= 0
Dado: Odd= 4.2 , minuto= 21 , W/L= 0
Dado: Odd= 4.2 , minuto= 21 , W/L= 0
Dado: Odd= 4.2 , minuto= 21 , W/L= 0
Dado: Odd= 4.2 , minuto= 21 , W/L= 0
Dado: Odd= 4.2 , minuto= 20 , W/L= 0
Dado: Odd= 3.9 , minuto= 20 , W/L= 0
Dado: Odd= 3.9 , minuto= 20 , W/L= 0
Dado: Odd= 3.9 , minuto= 20 , W/L= 0
Dado: Odd= 3.9 , minuto= 19 , W/L= 0
Dado: Odd= 3.9 , minuto= 19 , W/L= 0
Dado: Odd= 3.9 , minuto= 19 , W/L= 0
Dado: Odd= 3.9 , minuto= 19 , W/L= 0
Dado: Odd= 3.9 , minuto= 18 , W/L= 0
Dado: Odd= 3.9 , minuto= 18 , W/L= 0
Dado: Odd= 3.9 , minuto= 18 , W/L= 0
Dado: Odd= 3.9 , minuto= 18 , W/L= 0
Dado: Odd= 3.9 , minuto= 18 , W/L= 0
Dado: Odd= 3.9 , minuto= 17 , W/L= 0
Dado: Odd= 3.95 , minuto= 17 , W/L= 0
Dado: Odd= 3.95 , minuto= 17 , W/L= 0
Dado: Odd= 3.95 , minuto= 17 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.7 , minuto= 16 , W/L= 0
Dado: Odd= 3.85 , minuto= 15 , W/L= 0
Dado: Odd= 3.85 , minuto= 15 , W/L= 0
Dado: Odd= 3.85 , minuto= 15 , W/L= 0
Dado: Odd= 3.85 , minuto= 15 , W/L= 0
Dado: Odd= 3.85 , minuto= 15 , W/L= 0
Dado: Odd= 3.85 , minuto= 15 , W/L= 0
Dado: Odd= 4.0 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 14 , W/L= 0
Dado: Odd= 3.85 , minuto= 13 , W/L= 0
Dado: Odd= 3.7 , minuto= 13 , W/L= 0
Dado: Odd= 3.7 , minuto= 13 , W/L= 0
Dado: Odd= 3.7 , minuto= 13 , W/L= 0
Dado: Odd= 3.7 , minuto= 13 , W/L= 0
Dado: Odd= 3.7 , minuto= 13 , W/L= 0
Dado: Odd= 3.7 , minuto= 12 , W/L= 0
Dado: Odd= 3.75 , minuto= 12 , W/L= 0
Dado: Odd= 3.75 , minuto= 12 , W/L= 0
Dado: Odd= 3.75 , minuto= 12 , W/L= 0
Dado: Odd= 3.75 , minuto= 12 , W/L= 0
Dado: Odd= 3.75 , minuto= 12 , W/L= 0
Dado: Odd= 3.75 , minuto= 11 , W/L= 0
Dado: Odd= 3.85 , minuto= 11 , W/L= 0
Dado: Odd= 3.85 , minuto= 11 , W/L= 0
Dado: Odd= 3.85 , minuto= 11 , W/L= 0
Dado: Odd= 3.85 , minuto= 11 , W/L= 0
Dado: Odd= 3.85 , minuto= 11 , W/L= 0
Dado: Odd= 3.85 , minuto= 10 , W/L= 0
Dado: Odd= 3.85 , minuto= 10 , W/L= 0
Dado: Odd= 3.85 , minuto= 10 , W/L= 0
Dado: Odd= 3.85 , minuto= 10 , W/L= 0
Dado: Odd= 3.85 , minuto= 10 , W/L= 0
Dado: Odd= 3.85 , minuto= 10 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 9 , W/L= 0
Dado: Odd= 3.85 , minuto= 8 , W/L= 0
Dado: Odd= 3.95 , minuto= 8 , W/L= 0
Dado: Odd= 3.95 , minuto= 8 , W/L= 0
Dado: Odd= 3.95 , minuto= 8 , W/L= 0
Dado: Odd= 3.95 , minuto= 8 , W/L= 0
Dado: Odd= 3.95 , minuto= 8 , W/L= 0
Dado: Odd= 4.0 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 7 , W/L= 0
Dado: Odd= 3.85 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 6 , W/L= 0
Dado: Odd= 3.9 , minuto= 5 , W/L= 0
Dado: Odd= 3.9 , minuto= 5 , W/L= 0
Dado: Odd= 3.9 , minuto= 5 , W/L= 0
Dado: Odd= 3.9 , minuto= 5 , W/L= 0
Dado: Odd= 3.9 , minuto= 5 , W/L= 0
Dado: Odd= 3.9 , minuto= 5 , W/L= 0
Dado: Odd= 3.9 , minuto= 4 , W/L= 0
Dado: Odd= 3.9 , minuto= 4 , W/L= 0
Dado: Odd= 3.9 , minuto= 4 , W/L= 0
Dado: Odd= 3.9 , minuto= 4 , W/L= 0
Dado: Odd= 3.9 , minuto= 4 , W/L= 0
Dado: Odd= 4.0 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.1 , minuto= 3 , W/L= 0
Dado: Odd= 4.0 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 2 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 1 , W/L= 0
Dado: Odd= 3.9 , minuto= 0 , W/L= 0
Dado: Odd= 3.8 , minuto= 0 , W/L= 0
Dado: Odd= 3.8 , minuto= 0 , W/L= 0
Dado: Odd= 3.8 , minuto= 0 , W/L= 0
Dado: Odd= 3.8 , minuto= 0 , W/L= 0
Dado: Odd= 3.8 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= 0 , W/L= 0
Dado: Odd= 4.1 , minuto= -1 , W/L= 0
Dado: Odd= 9.2 , minuto= -1 , W/L= 0
Dado: Odd= 4.7 , minuto= -1 , W/L= 0
Dado: Odd= 2.56 , minuto= -1 , W/L= 1
Dado: Odd= 2.56 , minuto= -1 , W/L= 1
Dado: Odd= 2.56 , minuto= -1 , W/L= 1
Dado: Odd= 2.56 , minuto= -1 , W/L= 1
Dado: Odd= 2.56 , minuto= -1 , W/L= 1
Dado: Odd= 2.56 , minuto= -2 , W/L= 1
Dado: Odd= 2.56 , minuto= -2 , W/L= 1
Dado: Odd= 2.56 , minuto= -2 , W/L= 1
Dado: Odd= 1.01 , minuto= -2 , W/L= 1
Dado: Odd= 1.01 , minuto= -2 , W/L= 1
Dado: Odd= 1.01 , minuto= -2 , W/L= 1
Dado: Odd= 1.01 , minuto= -2 , W/L= 1
Dado: Odd= 1.01 , minuto= -2 , W/L= 1
Agentes Vivos:
Nome=RMNCQLBS2E, OddBack min=4.16, OddBack max=6.7, Min. Back=85, OddLay min=8.0, OddLay max=2.0, Min. Lay=850, Retorno=-1.0, idade=1
Agentes Afogados:
